index,PRCPNapa,PRCPWalla,PRCPColumbia,PRCPSonoma,PRCPSanta,PRCPYakima,PRCPDundee,PRCPWillamette,year,months
124,0.04032258064516128,0.04870967741935486,0.011935483870967746,0.03967741935483871,0.026129032258064514,0.022258064516129026,0.06322580645161287,0.043548387096774194,2002,May
125,,,,,,,,,2002,June
126,,,,,,,,,2002,July
127,,,,,,,,,2002,August
128,,,,,,,,,2002,September
129,,,,,,,,,2002,October
130,,,,,,,,,2002,November
131,,,,,,,,,2002,December
132,0.09571428571428571,0.1457142857142857,0.08964285714285714,0.10678571428571425,0.06607142857142856,0.07142857142857142,0.4767857142857144,0.2610714285714284,2003,January
133,0.14249999999999996,0.06464285714285713,0.015,0.0817857142857143,0.0664285714285714,0.010000000000000004,0.18428571428571427,0.09928571428571428,2003,February
134,0.16064516129032255,0.07806451612903223,0.011290322580645162,0.07677419354838712,0.04741935483870965,0.011612903225806452,0.4887096774193549,0.15451612903225806,2003,March
135,0.1323333333333333,0.08766666666666663,0.03966666666666666,0.15566666666666665,0.11666666666666663,0.04266666666666666,0.21700000000000003,0.18466666666666665,2003,April
136,0.054953271028037355,0.016261682242990655,0.03813084112149531,0.033177570093457946,0.029626168224299053,0.005514018691588786,0.05140186915887846,0.05336448598130843,2003,May
137,0.0,0.0009999999999999998,0.018666666666666668,0.0,0.0023333333333333335,0.0,0.0016666666666666668,0.020666666666666663,2003,June
138,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,2003,July
139,,,,,,,,,2003,August
140,,,,,,,,,2003,September
141,,,,,,,,,2003,October
142,,,,,,,,,2003,November
143,,,,,,,,,2003,December
144,0.046666666666666676,0.09366666666666663,0.03033333333333332,0.09999999999999999,0.047666666666666656,0.04166666666666664,0.41199999999999987,0.2129999999999999,2004,January
145,0.23740740740740732,0.0562962962962963,0.046296296296296294,0.22925925925925938,0.18111111111111103,0.04851851851851852,0.29111111111111104,0.15444444444444438,2004,February
146,0.02774193548387097,0.029677419354838707,0.011612903225806452,0.034193548387096775,0.04322580645161291,0.014193548387096777,0.15387096774193548,0.04612903225806453,2004,March
147,0.011724137931034481,0.08827586206896551,0.004482758620689655,0.01517241379310345,0.014827586206896552,0.008620689655172415,0.1431034482758621,0.07344827586206894,2004,April
148,0.0022222222222222222,0.09133333333333332,0.051999999999999984,0.0,0.0,0.016444444444444446,0.06333333333333331,0.06488888888888887,2004,May
149,,,,,,,,,2004,June
150,,,,,,,,,2004,July
151,,,,,,,,,2004,August
152,,,,,,,,,2004,September
153,,,,,,,,,2004,October
154,,,,,,,,,2004,November
155,,,,,,,,,2004,December
156,0.14085106382978724,0.012978723404255321,0.10585106382978719,0.1606382978723405,0.1777659574468085,0.028723404255319118,0.21489361702127674,0.04627659574468083,2005,January
157,0.14370370370370372,0.012962962962962964,0.0,0.1614814814814815,0.23185185185185195,0.005555555555555557,0.0248148148148148,0.018148148148148156,2005,February
158,0.09724137931034484,0.054137931034482764,0.001724137931034483,0.1368965517241379,0.22310344827586198,0.010000000000000002,0.3393103448275862,0.08793103448275862,2005,March
159,0.05233333333333334,0.05766666666666665,0.014666666666666668,0.05766666666666667,0.10100000000000005,0.024,0.16966666666666672,0.09400000000000004,2005,April
160,0.096734693877551,0.11836734693877553,0.0955102040816326,0.15224489795918358,0.05469387755102041,0.0477551020408163,0.2036734693877552,0.1726530612244897,2005,May
161,,,,,,,,,2005,June
162,,,,,,,,,2005,July
163,,,,,,,,,2005,August
164,,,,,,,,,2005,September
165,,,,,,,,,2005,October
166,,,,,,,,,2005,November
167,,,,,,,,,2005,December
168,0.10696428571428566,0.10839285714285714,0.09160714285714286,0.1376785714285714,0.0983035714285714,0.05544642857142858,0.8099999999999999,0.4324999999999998,2006,January
169,0.1369444444444444,0.04287037037037038,0.039259259259259265,0.1515740740740741,0.09990740740740736,0.023703703703703703,0.23490740740740737,0.07814814814814815,2006,February
170,0.27801724137931044,0.0713793103448276,0.023362068965517246,0.2581896551724138,0.3564655172413792,0.013965517241379314,0.2760344827586208,0.1375862068965517,2006,March
171,0.19827586206896552,0.11517241379310338,0.02068965517241379,0.18724137931034476,0.2413793103448278,0.02034482758620689,0.1217241379310345,0.08482758620689658,2006,April
172,0.04621359223300971,0.08145631067961163,0.042815533980582514,0.031941747572815524,0.03029126213592233,0.030291262135922318,0.08834951456310684,0.10339805825242718,2006,May
173,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.37,2006,June
174,,,,,,,,,2006,July
175,,,,,,,,,2006,August
176,,,,,,,,,2006,September
177,,,,,,,,,2006,October
178,,,,,,,,,2006,November
179,,,,,,,,,2006,December
180,0.014210526315789474,0.03552631578947367,0.00855263157894737,0.017894736842105265,0.0281578947368421,0.007500000000000001,0.19421052631578942,0.10302631578947367,2007,January
181,0.18285714285714275,0.05535714285714287,0.07714285714285711,0.2117857142857144,0.20928571428571427,0.03,0.39571428571428563,0.19035714285714286,2007,February
182,0.011290322580645159,0.09290322580645162,0.0006451612903225806,0.0009677419354838711,0.010645161290322582,0.0038709677419354847,0.13741935483870965,0.07580645161290321,2007,March
183,0.043000000000000003,0.038666666666666655,0.0,0.06833333333333333,0.05100000000000001,0.008333333333333335,0.1253333333333333,0.07633333333333334,2007,April
184,0.011290322580645159,0.019677419354838712,0.016129032258064516,0.011935483870967743,0.017741935483870968,0.01032258064516129,0.037096774193548385,0.040967741935483866,2007,May
185,0.0,0.049333333333333326,0.021666666666666667,0.0,0.0,0.007000000000000001,0.034666666666666665,0.026000000000000002,2007,June
186,0.0,0.012794117647058824,0.016764705882352942,0.0013235294117647058,0.0,0.00044117647058823526,0.04411764705882352,0.015,2007,July
187,,,,,,,,,2007,August
188,,,,,,,,,2007,September
189,,,,,,,,,2007,October
190,,,,,,,,,2007,November
191,,,,,,,,,2007,December
192,,,,,,,,,2008,January
193,0.1327272727272729,0.03081168831168828,0.015974025974025936,0.14649350649350706,0.2322077922077927,0.019480519480519452,0.1584415584415572,0.05993506493506493,2008,February
194,0.010095465393794755,0.06644391408114536,0.0947971360381865,0.006157517899761341,0.014391408114558486,0.010811455847255357,0.2914677804295943,0.1304295942720766,2008,March
195,0.006745562130177518,0.022988165680473436,0.0021301775147928984,0.005325443786982253,0.01704142011834318,0.004349112426035506,0.15727810650887525,0.06257396449704175,2008,April
196,0.00342857142857143,0.04682142857142864,0.008285714285714273,0.009,0.0,0.007249999999999996,0.02842857142857138,0.015142857142857112,2008,May
197,0.0,0.02842105263157895,0.04217543859649115,0.0,0.0,0.011999999999999974,0.05382456140350877,0.028807017543859646,2008,June
198,0.0,0.04378378378378377,0.025405405405405396,0.0,0.0,0.005405405405405407,0.009729729729729734,0.0,2008,July
199,,,,,,,,,2008,August
200,,,,,,,,,2008,September
201,,,,,,,,,2008,October
202,,,,,,,,,2008,November
203,,,,,,,,,2008,December
204,0.021850594227504225,0.03514431239388795,0.018743633276740265,0.007385398981324257,0.052054329371816616,0.004278438030560252,0.24375212224108603,0.06689303904923621,2009,January
205,0.44086188436830237,0.04790685224839397,0.07520877944325519,0.42951284796573935,0.4910117773019281,0.031300856531049345,0.13341006423982935,0.1008725910064254,2009,February
206,0.040659217877095186,0.0860949720670394,0.034290502793296096,0.10183240223463896,0.10387709497206826,0.043608938547486494,0.3350223463687121,0.10067597765363143,2009,March
207,0.044744027303754166,0.057952218430034175,0.007351535836177467,0.02002730375426643,0.01587030716723547,0.010320819112627956,0.14165187713310587,0.052034129692832706,2009,April
208,0.2868292682926811,0.13463414634146362,0.12048780487804851,0.31000000000000005,0.2597560975609755,0.15756097560975596,0.274146341463415,0.3795121951219517,2009,May
209,,,,,,,,,2009,June
210,,,,,,,,,2009,July
211,,,,,,,,,2009,August
212,,,,,,,,,2009,September
213,,,,,,,,,2009,October
214,,,,,,,,,2009,November
215,,,,,,,,,2009,December
216,0.41961277173912426,0.057744565217390534,0.05611413043478297,0.392547554347822,0.3606046195652193,0.05582880434782529,0.41453124999999885,0.1609171195652193,2010,January
217,0.15726451612903047,0.02181935483871014,0.05636129032258107,0.17021935483870707,0.25406451612902614,0.034129032258064726,0.3032774193548345,0.1360387096774214,2010,February
218,0.11202700096432287,0.02534233365477348,0.0035641272902603763,0.10488331726133024,0.1169643201542856,0.0055699132111860445,0.361799421407912,0.15888910318225416,2010,March
219,0.2116393195845109,0.06519343670028645,0.03948818304982696,0.11228661749208657,0.23880776757487363,0.0183892819509255,0.3170615685684212,0.12396206533192854,2010,April
220,0.0,0.023943661971830912,0.0,0.0,0.0,0.0,0.216338028169013,0.07549295774647928,2010,May
221,,,,,,,,,2010,June
222,,,,,,,,,2010,July
223,,,,,,,,,2010,August
224,,,,,,,,,2010,September
225,,,,,,,,,2010,October
226,,,,,,,,,2010,November
227,,,,,,,,,2010,December
228,0.21026515151515252,0.013068181818181653,0.052840909090908744,0.21132575757575792,0.3174242424242289,0.034090909090909345,0.3153409090909027,0.11496212121212249,2011,January
229,0.5770207852193888,0.15658198614318547,0.019769053117782986,0.6162124711316237,0.7449653579676646,0.008036951501154757,0.3871824480369528,0.13602771362586039,2011,February
230,0.5703851091142296,0.09427471116816173,0.11775353016688113,0.5907445442875457,0.7068806161745521,0.03748395378690685,0.49302952503210035,0.2801283697047467,2011,March
231,0.07541284403669672,0.04467889908256895,0.0027522935779816537,0.07504587155963466,0.13614678899082328,0.016146788990825684,0.14715596330275296,0.1513761467889906,2011,April
232,0.3650649350649387,0.18883116883116902,0.08116883116883157,0.2738961038961015,0.34857142857142676,0.1464935064935068,0.0814285714285714,0.14584415584415625,2011,May
233,,,,,,,,,2011,June
234,,,,,,,,,2011,July
235,,,,,,,,,2011,August
236,,,,,,,,,2011,September
237,,,,,,,,,2011,October
238,,,,,,,,,2011,November
239,,,,,,,,,2011,December
240,1.0249090909090932,0.12109090909090985,0.12654545454545418,1.0381818181818097,0.7889090909090912,0.14945454545454387,1.1583636363636323,0.5847272727272631,2012,January
241,0.09702843412094493,0.06597517020424452,0.06062474969964001,0.08501401682018495,0.056323588305967634,0.030004004805766808,0.2733039647577076,0.18219463356027352,2012,February
242,0.5470468431771924,0.14158859470468313,0.09389002036659813,0.42627291242361515,0.4363272233536947,0.059002036659877695,0.8940801086218831,0.39308214528173685,2012,March
243,0.40491071428570724,0.1422321428571426,0.056071428571428744,0.2972321428571439,0.5573214285714279,0.026160714285714325,0.21214285714285677,0.1481249999999993,2012,April
244,0.0,0.06462979482604804,0.03853702051739482,0.019268510258697635,0.0077074041034790215,0.014210526315789413,0.324192685102586,0.10629794826048096,2012,May
245,,,,,,,,,2012,June
246,,,,,,,,,2012,July
247,,,,,,,,,2012,August
248,,,,,,,,,2012,September
249,,,,,,,,,2012,October
250,,,,,,,,,2012,November
251,,,,,,,,,2012,December
252,0.03126021003500575,0.039924154025669935,0.011866977829638371,0.036266044340723884,0.033745624270711844,0.003675612602100428,0.0671236872812137,0.05105600933488729,2013,January
253,0.019088397790055084,0.0405524861878451,0.0024861878453038715,0.027348066298342678,0.018646408839779062,0.0014917127071823225,0.14737569060773603,0.0451519337016566,2013,February
254,0.0350822846079383,0.025537270087124392,0.03275895450145196,0.02300096805421116,0.05355275895450177,0.025963213939980384,0.1550629235237094,0.06766698935140175,2013,March
255,0.07202886928628725,0.07126704089815551,0.025990376904570983,0.06228548516439486,0.05371291098636848,0.01580593424218129,0.16709703287890593,0.09173215717721887,2013,April
256,0.02830769230769224,0.0,0.0,0.0369230769230768,0.0,0.0,0.0,0.0,2013,May
257,,,,,,,,,2013,June
258,,,,,,,,,2013,July
259,,,,,,,,,2013,August
260,,,,,,,,,2013,September
261,,,,,,,,,2013,October
262,,,,,,,,,2013,November
263,,,,,,,,,2013,December
264,0.006129334582942886,0.033889409559512966,0.013945641986879084,0.0034020618556701316,0.002361761949390786,0.01117150890346752,0.1526710402999074,0.06049671977506841,2014,January
265,0.4142944785276029,0.047331288343558306,0.037177914110429054,0.29659509202452805,0.2853987730061336,0.051395705521470735,0.504907975460164,0.24199386503067669,2014,February
266,0.17768595041321958,0.11479338842974798,0.0408264462809923,0.20024793388429693,0.18685950413221866,0.02157024793388454,0.6237190082644538,0.3104683195591937,2014,March
267,0.14425809569839929,0.06316094731754222,0.028883518608023025,0.057216046399231696,0.0636829386176945,0.015558240695987598,0.19141130981150106,0.08334461092315468,2014,April
268,0.0,0.03474903474903435,0.013899613899613967,0.0,0.0,0.011119691119691055,0.09907335907336048,0.08579150579150209,2014,May
269,,,,,,,,,2014,June
270,,,,,,,,,2014,July
271,,,,,,,,,2014,August
272,,,,,,,,,2014,September
273,,,,,,,,,2014,October
274,,,,,,,,,2014,November
275,,,,,,,,,2014,December
276,0.0009904761904761786,0.031214285714286152,0.03348571428571336,0.0,0.0,0.023609523809523317,0.18354285714287183,0.0943571428571396,2015,January
277,0.21206684256815134,0.08367634124890191,0.04874230430958384,0.14501319261214046,0.2154793315743243,0.03247141600703441,0.8018469656992482,0.2826561125769629,2015,February
278,0.0027448533998752312,0.04541484716157099,0.02032439176543996,0.003343730505302578,0.013624454148471781,0.016319401122894376,0.1460511540860864,0.08686837180287153,2015,March
279,0.15531229877655636,0.025035415325176627,0.020862846104314558,0.0778879587894408,0.14105602060527345,0.0,0.07350289761750983,0.07020605280103182,2015,April
280,0.0,0.1471601319164576,0.03500183217295734,0.0,0.00400146573836564,0.12620007328691535,0.06352510076950978,0.050534994503478266,2015,May
281,,,,,,,,,2015,June
282,,,,,,,,,2015,July
283,,,,,,,,,2015,August
284,,,,,,,,,2015,September
285,,,,,,,,,2015,October
286,,,,,,,,,2015,November
287,,,,,,,,,2015,December
288,0.21024579919456757,0.04479794472989501,0.0979683377308497,0.261651159561216,0.3472767671157487,0.054884043882787135,0.4674336897653753,0.22620052770447757,2016,January
289,0.014033898305084551,0.04384745762712127,0.03986440677965953,0.010983050847457935,0.011593220338982933,0.006593220338981878,0.2769355932203252,0.08493220338982291,2016,February
290,0.12226379794200037,0.07141877143749902,0.0832647333957228,0.09965700031182657,0.10562831306517119,0.050795135640783036,0.32325537885881417,0.1639538509510611,2016,March
291,0.032483690587135065,0.08081547064304515,0.026141658900278506,0.053704566635599055,0.03107642124883171,0.012339235787511185,0.16981360671017778,0.09211090400748406,2016,April
292,0.00811516571811174,0.039263475058590736,0.028523602276531442,0.0019283562102443662,0.008557080682958981,0.015172413793104293,0.028784733846665835,0.023059926347505432,2016,May
293,0.0,0.0,0.0,0.0,0.0,0.004768211920529736,0.00880794701986814,0.02655629139072864,2016,June
294,,,,,,,,,2016,July
295,,,,,,,,,2016,August
296,,,,,,,,,2016,September
297,,,,,,,,,2016,October
298,,,,,,,,,2016,November
299,,,,,,,,,2016,December
300,0.49789770944460454,0.04642610605585343,0.055149042987135216,0.40596171948532694,0.5696893630374233,0.07046124882334061,0.48183244430490196,0.1882648258549807,2017,January
301,0.4574069812044101,0.09202915228231409,0.08361334867663542,0.3535251246643454,0.5189029535864735,0.08672803989260167,0.6210049865747584,0.47355197545069044,2017,February
302,0.2531001410437164,0.12699858956275797,0.09655853314527439,0.1695119887165014,0.26682087447108854,0.04477291960507648,0.4312609308885869,0.25113681241186253,2017,March
